"","title","author","path","date","response"
"1582","[閒聊] 你怎麼會演這種咖！大咖明星讓你跌破眼鏡","inpudding","/bbs/movie/M.1372242794.A.433.html"," 6/26","10"
"1583","[討論] 關於末日之戰的疑問","GARRET","/bbs/movie/M.1372243250.A.EC5.html"," 6/26","17"
"1584","[新聞]【侏儸紀公園4】再起 挑戰深海恐龍","kevinhft","/bbs/movie/M.1372244333.A.98E.html"," 6/26","29"
"1585","[討論]【X戰警:未來昔日】再添新角 新獨眼龍?!Josh Helman加入","tkuaaa","/bbs/movie/M.1372244459.A.106.html"," 6/26","8"
"1586","[新聞] 布萊德彼特的12個性感時刻！","pointofview","/bbs/movie/M.1372246052.A.F2A.html"," 6/26","49"
"1587","Re: [新聞]【侏儸紀公園4】再起 挑戰深海恐龍","jo5566","/bbs/movie/M.1372250361.A.FF1.html"," 6/26",""
"1588","Re: [普雷] 超人：鋼鐵英雄真是難看爆了","grant0547","/bbs/movie/M.1372250675.A.D22.html"," 6/26","6"
"1589","[新聞] 靠版權潛規則 他們不勞而獲","sampsonlu919","/bbs/movie/M.1372251177.A.773.html"," 6/26","5"
"1590","[無雷] 末日之戰，電影院就是要看這種！ ","x77","/bbs/movie/M.1372251416.A.3AD.html"," 6/26","17"
"1591","[請益] 星際爭霸戰的角色為何都那麼年輕啊","wanzoo","/bbs/movie/M.1372251995.A.E47.html"," 6/26","7"
"1592","[新聞] 暑期喜劇當主力 「降魔戰警」票房強","sampsonlu919","/bbs/movie/M.1372252992.A.33E.html"," 6/26","3"
"1593","[問片] 打架的投手回鄉下教喑啞球隊","forchocolate","/bbs/movie/M.1372253060.A.520.html"," 6/26","3"
"1594","[新聞] 外電：中國拍了一部賣座的大爛片","amix","/bbs/movie/M.1372253182.A.08C.html"," 6/26","21"
"1595","[好雷] 傑克:巨人戰記 ","scrubber","/bbs/movie/M.1372254146.A.0B0.html"," 6/26",""
"1596","Re: [請益] 星際爭霸戰的角色為何都那麼年輕啊","bluenicole","/bbs/movie/M.1372254217.A.6D1.html"," 6/26","4"
"1597","[微雷]  不二神探觀後感 ","nollet","/bbs/movie/M.1372254535.A.CA1.html"," 6/26","1"
"1598","Re: [請益] Girl Rising是否會在台灣上映？","lc324","/bbs/movie/M.1372254861.A.E32.html"," 6/26",""
"1599","[好雷] 藥命關係","pychiang","/bbs/movie/M.1372254946.A.631.html"," 6/26","6"
"1600","[請益] 關於絕地任務最後一枚火箭","b96612005","/bbs/movie/M.1372255004.A.224.html"," 6/26","9"
"1601","[討論] 追殺比爾....","engra","/bbs/movie/M.1372255025.A.1E4.html"," 6/26","41"
"1602","[好雷]《幸福蒲公英》老師，妳怎麼在吸鳥鳥 ","bradcool","/bbs/movie/M.1372256018.A.629.html"," 6/26","1"
"1603","Re: [普雷] 超人：鋼鐵英雄真是難看爆了","mdc90011","/bbs/movie/M.1372257294.A.C79.html"," 6/26","16"
"1604","[好雷] 神偷奶爸2 ","BigHurt","/bbs/movie/M.1372258567.A.DC4.html"," 6/26","8"
"1605","Re: [普雷] 超人：鋼鐵英雄真是難看爆了","a5378623","/bbs/movie/M.1372259673.A.697.html"," 6/26","17"
"1606","Re: [討論]【玩命法則】預告 麥可法斯賓達&小布&雷利史考特","qoo2002s","/bbs/movie/M.1372260601.A.53E.html"," 6/26","1"
"1607","Re: [普雷] 超人：鋼鐵英雄真是難看爆了","ckshchen","/bbs/movie/M.1372260691.A.78F.html"," 6/26","12"
"1608","[失望雷] 很難死第五集....","borisliu","/bbs/movie/M.1372261095.A.18B.html"," 6/26","8"
"1609","[討論]《哈比人2》最新劇照~精靈家族帥氣豋場超養眼","northoslo","/bbs/movie/M.1372261467.A.7A6.html"," 6/26","14"
"1610","[新聞] 【我們的交換日記】長澤雅美陪酒顧情郎","beesfactory","/bbs/movie/M.1372261797.A.C4D.html"," 6/26",""
"1611","[請益] 末日之戰的幾個問題 (雷)","littlesmall","/bbs/movie/M.1372261954.A.F17.html"," 6/26","4"
"1612","[普雷]腦男 ","linold","/bbs/movie/M.1372262138.A.75B.html"," 6/26","7"
"1613","[好雷] 不二神探","arsl400","/bbs/movie/M.1372263084.A.F8E.html"," 6/27","4"
"1614","[新聞] 獲國家文藝獎李安：很大的光榮","talin5814","/bbs/movie/M.1372263422.A.229.html"," 6/27","9"
"1615","Re: [普雷] 超人：鋼鐵英雄真是難看爆了","Odyseus","/bbs/movie/M.1372264667.A.7D8.html"," 6/27","15"
"1616","[好雷] 《末日Z戰》活屍片新滋味","rainciel","/bbs/movie/M.1372264723.A.678.html"," 6/27","3"
"1617","Re: [普雷] 超人：鋼鐵英雄真是難看爆了(有守護者雷","nostim","/bbs/movie/M.1372265183.A.B55.html"," 6/27","6"
"1618","[好雷]末日Z戰 ","funs35","/bbs/movie/M.1372266642.A.1DC.html"," 6/27","3"
"1619","Re: [普雷] 超人：鋼鐵英雄真是難看爆了","tonyhsie","/bbs/movie/M.1372267166.A.B81.html"," 6/27","37"
"1620","[好雷] 末日Z戰 ","iamwind7954","/bbs/movie/M.1372268202.A.A3F.html"," 6/27","2"
"1621","[好雷]仔細一想很bug的末日Z戰 ","littlehero","/bbs/movie/M.1372270959.A.6F3.html"," 6/27",""
"1622","[好雷] 末日之戰&一點疑問","DuFanSong","/bbs/movie/M.1372271787.A.AD6.html"," 6/27","6"
"1623","[新聞] 林志玲《富春》被酸宇宙大爛片 多頭經紀","octobird","/bbs/movie/M.1372283758.A.568.html"," 6/27","96"
"1624","[問片] 吃曼陀珠再喝汽水 (下一個就是你)","saLiva","/bbs/movie/M.1372287250.A.972.html"," 6/27","12"
"1625","[轉錄] 張家輝:我和林超賢的默契無人能敵","wty","/bbs/movie/M.1372287376.A.E80.html"," 6/27","11"
"1626","Re: [好雷] 末日之戰&一點疑問","Nicher","/bbs/movie/M.1372290147.A.3D9.html"," 6/27","9"
"1627","[問片] 外國三男三女鬥智","coke0623","/bbs/movie/M.1372296986.A.48E.html"," 6/27",""
"1628","[情報] 防制就業歧視微電影徵選~至7/22止！","Finnaling","/bbs/movie/M.1372301372.A.347.html"," 6/27",""
"1629","Re: [普雷] 超人：鋼鐵英雄真是難看爆了","ALL4927","/bbs/movie/M.1372302157.A.523.html"," 6/27","20"
"1630","Re: [普雷] 超人：鋼鐵英雄真是難看爆了","nvidia123","/bbs/movie/M.1372302379.A.9B4.html"," 6/27","10"
"1631","[討論] 馮迪索將跟Marvel會面","beckseaton","/bbs/movie/M.1372303796.A.808.html"," 6/27","23"
"1632","[請益] 老梗阿凡達6分鐘加長版問題","TanJiTa410","/bbs/movie/M.1372303945.A.0A4.html"," 6/27","3"
"1633","Re: [普雷] 超人：鋼鐵英雄真是難看爆了","FallenAngelX","/bbs/movie/M.1372305600.A.7AE.html"," 6/27","7"
"1634","[情報] HISHE該怎麼完結-玩命關頭6 中文字幕","KYLAT","/bbs/movie/M.1372307791.A.EA3.html"," 6/27","2"
"1635","[新聞] 新蜘蛛女艾瑪史東 登富比士名人榜","sony577","/bbs/movie/M.1372307936.A.A65.html"," 6/27","1"
"1636","Re: [失望雷] 很難死第五集....","jarheadevil","/bbs/movie/M.1372308101.A.F27.html"," 6/27","1"
"1637","Fw: [情報] Mark Strong 飾演 Lex Luthor","georgecclin","/bbs/movie/M.1372310044.A.404.html"," 6/27","2"
"1638","[討論]【感謝分享】預告 小辣椒x浩克扮性成癮戀人","tkuaaa","/bbs/movie/M.1372310316.A.B87.html"," 6/27","6"
"1639","[片單] 諷刺類型電影的電影","fourtyseven","/bbs/movie/M.1372311378.A.F4E.html"," 6/27","25"
"1640","[普雷] 怪獸大學 ","j603332002","/bbs/movie/M.1372311530.A.C8A.html"," 6/27","4"
"1641","[贈票] 幫抽日本STAR TREK應募送7-11卡1000元","kilhi","/bbs/movie/M.1372313205.A.947.html"," 6/27",""
"1642","[討論] 傑森史塔森《玩命關頭7》到底有多壞?","northoslo","/bbs/movie/M.1372314042.A.F74.html"," 6/27","17"
"1643","[問片]美國鬼片 人物瞎眼老照片 小鎮","devileyes","/bbs/movie/M.1372314422.A.CCE.html"," 6/27","3"
"1644","[贈票]《世界第一麥方》電影特映券","epmt","/bbs/movie/M.1372317067.A.67D.html"," 6/27",""
"1645","[負雷] 3D版的末日之戰","lowl99","/bbs/movie/M.1372317289.A.9DE.html"," 6/27",""
"1646","[略負雷] 超人：鋼鐵英雄","rockmanx7","/bbs/movie/M.1372317457.A.D2E.html"," 6/27","5"
"1647","[請益] 超人:鋼鐵英雄的氪星人?","thanos","/bbs/movie/M.1372320083.A.97B.html"," 6/27","8"
"1648","Fw: [討論] 電影《畫框女人》 范冰冰扮清宮乾隆皇后","northoslo","/bbs/movie/M.1372320890.A.EDC.html"," 6/27",""
"1649","Re: [普雷] 超人：鋼鐵英雄真是難看爆了","NaturalBeef","/bbs/movie/M.1372321118.A.3FB.html"," 6/27","11"
"1650","[普雷] 布萊德彼得的末日之戰..............","danceking","/bbs/movie/M.1372322978.A.CAB.html"," 6/27",""
"1651","[問片] 想問一部美國鬼片","cftcft","/bbs/movie/M.1372323011.A.172.html"," 6/27","3"
"1652","[請益] 七月鬼片推薦","freesunair","/bbs/movie/M.1372326071.A.163.html"," 6/27","4"
"1653","[片單] 讓人腎上腺素激升的片","hwangboy","/bbs/movie/M.1372326149.A.36D.html"," 6/27","63"
"1654","[負雷] 猜不透的《天機：富春山居圖》 ","snell","/bbs/movie/M.1372329015.A.83E.html"," 6/27","5"
"1655","[討論] 【變形金剛4】血紅色Pagani Huayra登場","nerve333","/bbs/movie/M.1372329598.A.682.html"," 6/27","7"
"1656","Fw: [新聞] 《玩命關頭》蜜雅脫衣性感半裸拍雜誌","powloveella","/bbs/movie/M.1372329928.A.770.html"," 6/27","3"
"1657","Re: [好雷]仔細一想很bug的末日Z戰 ","wanzoo","/bbs/movie/M.1372333156.A.817.html"," 6/27","7"
"1658","[新聞] 《玩命關頭 7 Fast & Furious》重返東京 ","nissin916","/bbs/movie/M.1372334009.A.F9E.html"," 6/27","16"
"1659","[新聞] 《即刻救援3 Taken》定案！","nissin916","/bbs/movie/M.1372335858.A.CC0.html"," 6/27","29"
"1660","[情報] 勇敢傳說 STAR MOVIES 播出時間","EijiHoba","/bbs/movie/M.1372337634.A.DB8.html"," 6/27","5"
"1661","[普雷] 搜索 - 到底在趕什麼？！","otherside","/bbs/movie/M.1372337915.A.26D.html"," 6/27","6"
"1662","Re: [請益] 末日之戰以色列的橋段(有雷)","katin1113","/bbs/movie/M.1372338050.A.14C.html"," 6/27","11"
"1663","[問片] 想請問一部以玩具為主角的片","a22515517","/bbs/movie/M.1372338963.A.3AE.html"," 6/27","25"
"1664","[好雷]The Place beyond the Pines松林外 ","oliverscome","/bbs/movie/M.1372339829.A.5A0.html"," 6/27","5"
"1665","Re: [新聞] 《即刻救援3 Taken》定案！","hump","/bbs/movie/M.1372340083.A.78B.html"," 6/27",""
"1666","[請益] 怪獸大學有中文配音版嗎?","glthe1","/bbs/movie/M.1372342089.A.326.html"," 6/27","2"
"1667","[新聞] 「正義聯盟」將開拍？ 新超人潑冷水","sampsonlu919","/bbs/movie/M.1372343430.A.5E9.html"," 6/27","29"
"1668","[大好雷]超人:鋼鐵英雄 心得 ","d453k786","/bbs/movie/M.1372343511.A.217.html"," 6/27","12"
"1669","[新聞] 挺國片軋一腳 大導演下海當演員","sampsonlu919","/bbs/movie/M.1372344017.A.DF9.html"," 6/27","2"
"1670","[好雷] 末日之戰--每次挫敗都有價值 ","KelvinTsai","/bbs/movie/M.1372344187.A.7C4.html"," 6/27","8"
"1671","Fw: [活動] 《柏林故事集》上市，《酒店》開張巡演","Liugi","/bbs/movie/M.1372345215.A.464.html"," 6/27",""
"1672","[好雷] 超人:鋼鐵英雄 ","glory5566","/bbs/movie/M.1372345564.A.2D9.html"," 6/27","20"
"1673","[轉錄] 《過界》導演:劉嘉玲和陳坤代表不同的香港","wty","/bbs/movie/M.1372345574.A.71B.html"," 6/27",""
"1674","[好雷] 天台，俗氣卻讓人懷念的美好年代。","lapinmusic","/bbs/movie/M.1372345750.A.E2B.html"," 6/27","40"
"1675","[討論]「歌喉讚」安娜坎卓克加入【拜訪森林】展歌喉","tkuaaa","/bbs/movie/M.1372347323.A.BDD.html"," 6/27","11"
"1676","[普雷] 搜索～網路的無限霸凌","paulyear","/bbs/movie/M.1372347511.A.F1E.html"," 6/27","2"
"1677","[請益] 天機-富春山居","helen1114449","/bbs/movie/M.1372347866.A.4E6.html"," 6/27","14"
"1678","[問片] 很久以前的洋片","cleo19901104","/bbs/movie/M.1372348345.A.DC0.html"," 6/27","2"
"1679","Re: [請益] 神隱任務幾個疑問","skyalso","/bbs/movie/M.1372348613.A.390.html"," 6/27",""
"1680","[討論] 方基墨提出「烈火悍將」續集的想法","beckseaton","/bbs/movie/M.1372349408.A.753.html"," 6/28","17"
"1681","[討論] 看超人的民眾超少？","qazsx2349","/bbs/movie/M.1372349426.A.F71.html"," 6/28","10"
"1682","[選片] 出神入化/實習大叔","imufoman","/bbs/movie/M.1372350576.A.DD5.html"," 6/28",""
"1683","[問片] 請問一部關於爬山的電影","Aeruon","/bbs/movie/M.1372351140.A.D9F.html"," 6/28","1"
"1684","[負雷]天機富春山居圖","doriskk","/bbs/movie/M.1372352284.A.5AB.html"," 6/28","7"
"1685","[討論] 郭采潔小時代首映票房3.5億台幣","SUNZIICORSA","/bbs/movie/M.1372352307.A.CA8.html"," 6/28","14"
"1686","Re: [討論] 我覺得史蒂芬史匹柏真的是最偉大的導演","belleaya","/bbs/movie/M.1372353592.A.E4A.html"," 6/28","13"
"1687","[好雷] 出神入化─在螢幕之外上演的電影","anonym48","/bbs/movie/M.1372353883.A.460.html"," 6/28","39"
"1688","[討論] 鋼鐵英雄:超人的兩滴眼淚和父子親情","yoyomoyo","/bbs/movie/M.1372355279.A.040.html"," 6/28","12"
"1689","[請益] 怪獸大學","Eowyn","/bbs/movie/M.1372355484.A.2EE.html"," 6/28","8"
"1690","[片單] 推薦的好萊塢恐怖片?","ddk1227","/bbs/movie/M.1372357520.A.337.html"," 6/28","11"
"1691","[好雷]怪獸大學試映會心得(盡量不爆雷) ","fishday","/bbs/movie/M.1372359676.A.31E.html"," 6/28","3"
"1692","[問片] 巧克力蛋糕","bb450277","/bbs/movie/M.1372361363.A.AA5.html"," 6/28","2"
"1693","[討論] Escape Plan(鋼鐵墳墓)電影預告","Elros1224","/bbs/movie/M.1372363414.A.73A.html"," 6/28","24"
"1694","Re: [討論] 郭采潔小時代首映票房3.5億台幣","a5378623","/bbs/movie/M.1372371737.A.238.html"," 6/28","3"
"1695","[轉錄] 章子怡:會在以後分享感情生活","wty","/bbs/movie/M.1372375021.A.006.html"," 6/28",""
"1696","Re: [討論] 郭采潔小時代首映票房3.5億台幣","rickb9l","/bbs/movie/M.1372377084.A.184.html"," 6/28","7"
"1697","Re: [討論] 我覺得史蒂芬史匹柏真的是最偉大的導演","Tosca","/bbs/movie/M.1372380454.A.E5D.html"," 6/28","X1"
"1698","[新聞]天台耍帥 周杰倫：90%演自己","losimpleve","/bbs/movie/M.1372384793.A.87D.html"," 6/28","43"
"1699","[無雷] 怪獸大學 ","dressingfrad","/bbs/movie/M.1372385826.A.943.html"," 6/28","5"
"1700","[討論] <哥吉拉 GODZILLA>伊莉莎白奧森驚恐現身","northoslo","/bbs/movie/M.1372387030.A.929.html"," 6/28","6"
"1701","Fw: [新聞] 《大尾》賣4.3億 台味打趴好萊塢片","filmwalker","/bbs/movie/M.1372388348.A.EA2.html"," 6/28","19"
"1702","[討論] 末日之戰之跑龍套演員","yingnunu","/bbs/movie/M.1372389924.A.FFB.html"," 6/28","2"
"1703","[討論] 茱莉安摩爾有望加入【飢餓遊戲3】","nerve333","/bbs/movie/M.1372391899.A.2BD.html"," 6/28","5"
"1704","[新聞] 章子怡劉燁獲法國文藝騎士勛章 吳宇森賈","fengzi","/bbs/movie/M.1372392707.A.90E.html"," 6/28","1"
"1705","[感動雷]當個「還可以」的人，怪獸大學 ","a152508","/bbs/movie/M.1372394645.A.25B.html"," 6/28","2"
"1706","[問雷] 蘇西的世界","venyo","/bbs/movie/M.1372394834.A.B93.html"," 6/28","1"
"1707","[問片] 指紋驗證","Naoki","/bbs/movie/M.1372395631.A.9E6.html"," 6/28","6"
"1708","[請益] 怪獸大學","KIMBEOM","/bbs/movie/M.1372397468.A.791.html"," 6/28","13"
"1709","[好雷] 隔離島Shutter Island 老片重看 ","jamo","/bbs/movie/M.1372398840.A.D19.html"," 6/28","3"
"1710","[討論] 婚禮大聯矇似乎台灣不會上院線","takuminauki","/bbs/movie/M.1372399615.A.88D.html"," 6/28","2"
"1711","[贈票] 世界第一麥方(ㄆㄤˋ) @7/9 in89","kinple","/bbs/movie/M.1372399683.A.7F2.html"," 6/28","70"
"1712","Re: [討論] 我覺得史蒂芬史匹柏真的是最偉大的導演","scrubber","/bbs/movie/M.1372400487.A.986.html"," 6/28","3"
"1713","[討論]【厲陰房】新恐怖預告 [陰兒房]溫子仁作品","tkuaaa","/bbs/movie/M.1372402326.A.2E7.html"," 6/28","11"
"1714","[新聞] 推薦《怪獸大學》《淒厲人妻》","mart5301","/bbs/movie/M.1372403707.A.280.html"," 6/28",""
"1715","Re: [討論] 我覺得史蒂芬史匹柏真的是最偉大的導演","oginome","/bbs/movie/M.1372403749.A.EB6.html"," 6/28","3"
"1716","[討論] 「地球超人」即將登上大螢幕","beckseaton","/bbs/movie/M.1372404196.A.66D.html"," 6/28","爆"
"1717","[片單] 講述母女關係的電影","dino619","/bbs/movie/M.1372404571.A.8D6.html"," 6/28","33"
"1718","[普雷]《天台》屬於周杰倫的歌舞昇平 ","bradcool","/bbs/movie/M.1372406385.A.DA0.html"," 6/28","15"
"1719","[普雷] 末日之戰---大自然終究是最厲害的劊子手","forgetmyself","/bbs/movie/M.1372407522.A.035.html"," 6/28","2"
"1720","[普雷] 實習大叔","pelier","/bbs/movie/M.1372407845.A.0FD.html"," 6/28","3"
"1721","[好＜怪獸大學＜超好雷] ","a16331245","/bbs/movie/M.1372408964.A.1DD.html"," 6/28","5"
"1722","[票房]大陸歷史票房統計 ","ak47685","/bbs/movie/M.1372411431.A.337.html"," 6/28","35"
"1723","[討論]阿諾很忙！搶搭殭屍熱,魔鬼終結者接續上檔","northoslo","/bbs/movie/M.1372411892.A.0AF.html"," 6/28","11"
"1724","Re: [討論] 鋼鐵英雄:超人的兩滴眼淚和父子親情","adampolo","/bbs/movie/M.1372413264.A.36B.html"," 6/28","5"
"1725","Fw: [爆卦] 鋼鐵人搭台北捷運","h2030625","/bbs/movie/M.1372414256.A.769.html"," 6/28","17"
"1726","[討論] 一句電影台詞(已解答)","Drunky","/bbs/movie/M.1372415373.A.1ED.html"," 6/28","1"
"1727","[討論] 藝人「小內」當導演拍《我們的交換日記》","kkaicd1","/bbs/movie/M.1372416054.A.E7E.html"," 6/28",""
"1728","[影評] 「搜索」：議題性勝過戲劇性","kkaicd1","/bbs/movie/M.1372416300.A.C36.html"," 6/28","1"
"1729","[好雷]實習大叔  我們都需要一個夢想","m41512","/bbs/movie/M.1372417028.A.816.html"," 6/28","2"
"1730","[好雷] 媒體殺人和自殺：《搜索》","kkaicd1","/bbs/movie/M.1372417272.A.2D9.html"," 6/28",""
"1731","[討論] 【變形金剛4】博派指揮官馬格斯帥勁登場","nerve333","/bbs/movie/M.1372417802.A.C9D.html"," 6/28","16"
"1732","[新聞] 超模Natalia進軍電影圈想挑戰奧黛莉赫本","tomford","/bbs/movie/M.1372418557.A.C8D.html"," 6/28","3"
"1733","[新聞] 桂綸鎂影后變評審　台北電影節增添星光","talin5814","/bbs/movie/M.1372418570.A.974.html"," 6/28",""
"1734","[好雷] 超人：鋼鐵英雄．Welcome to the planet.","iceskycoldly","/bbs/movie/M.1372419966.A.4B9.html"," 6/28","16"
"1735","[討論] 淒厲人妻好笑的梗","kinny741224","/bbs/movie/M.1372419992.A.25E.html"," 6/28","16"
"1736","[討論] 皮克斯將更著重在原創作品電影而非續集","beckseaton","/bbs/movie/M.1372421460.A.9B5.html"," 6/28","33"
"1737","[好雷] 實習大叔:只要有夢想才能勇往直前 ","eapcy","/bbs/movie/M.1372423630.A.7BF.html"," 6/28","13"
"1738","[  微雷] 台北電影節失魂live","wplus","/bbs/movie/M.1372427864.A.C0D.html"," 6/28","5"
"1739","Fw: [新聞]史嘉蕾喬韓森 優雅登《浮華世界》法創刊號","tkuaaa","/bbs/movie/M.1372428111.A.023.html"," 6/28","2"
"1740","[好雷] 實習大叔－不只是喜劇，充滿夢想與力量 ","magicsky","/bbs/movie/M.1372430948.A.89A.html"," 6/28","5"
"1741","[普雷] 充滿嘈點的超人:鋼鐵英雄","whirenight","/bbs/movie/M.1372431013.A.0EE.html"," 6/28",""
"1742","[問片] 獨眼小孩開車","Hastings","/bbs/movie/M.1372431661.A.F0A.html"," 6/28","4"
"1743","[無雷]炎炎夏日適合闔家觀賞的《淒厲人妻》 ","ioilllb","/bbs/movie/M.1372431834.A.F42.html"," 6/28","4"
"1744","[無+好雷] 實習大叔 ","AriesJ1M","/bbs/movie/M.1372433195.A.C8E.html"," 6/28","3"
"1745","Re: [普雷] 充滿嘈點的超人:鋼鐵英雄","googlemail","/bbs/movie/M.1372433904.A.0C1.html"," 6/28","5"
"1746","[好雷] 出神入化—有點人生教育的好片","yo841204","/bbs/movie/M.1372433980.A.605.html"," 6/28","4"
"1747","[心得] 怪獸大學 Monsters University","penguinhaha","/bbs/movie/M.1372434961.A.EB3.html"," 6/28","6"
"1748","[討論] 今晚九點電影/週末電影精選(含MOD)","xFANx","/bbs/movie/M.1372435227.A.680.html"," 6/29","13"
"1749","[好雷] 怪獸大學 ","befree","/bbs/movie/M.1372435269.A.D61.html"," 6/29","4"
"1750","[好雷]  實習大叔 ","earlwu","/bbs/movie/M.1372435876.A.BC4.html"," 6/29","2"
"1751","[請益] 神隱任務一問(有雷)","chrisenzo","/bbs/movie/M.1372436152.A.293.html"," 6/29","3"
"1752","Fw: [問卦] 台版「搶救雷恩大兵」-「異域」的八卦","cpks","/bbs/movie/M.1372437280.A.9B9.html"," 6/29","8"
"1753","[請益] 關於超人裡的法典","a5480277","/bbs/movie/M.1372437519.A.188.html"," 6/29","16"
"1754","Re: [票房]大陸歷史票房統計 ","azzo","/bbs/movie/M.1372438255.A.3BF.html"," 6/29","9"
"1755","[普好雷] 淒厲人妻:喜感不足，顛覆有餘 ","arsl400","/bbs/movie/M.1372438442.A.616.html"," 6/29","9"
"1756","[好雷] 實習大叔 (無雷)","zooxalju","/bbs/movie/M.1372438929.A.3CD.html"," 6/29","2"
"1757","[普無雷] 激愛543……租回家看就很夠了orz","bluenicole","/bbs/movie/M.1372439324.A.20C.html"," 6/29","5"
"1758","[討論]神劇本【非常人犯】新預告 休傑克曼主演","tkuaaa","/bbs/movie/M.1372439736.A.C32.html"," 6/29","7"
"1759","[好雷] 終極唬神：愛的大復仇  ","ainokodoba","/bbs/movie/M.1372440623.A.F27.html"," 6/29","2"
"1760","[好雷]怪獸大學 (有隱藏片尾) 劇情雷.慎入","goldseed","/bbs/movie/M.1372441005.A.BA4.html"," 6/29","8"
"1761","[普雷]虎頭蛇尾的紮職","kuoboy1988","/bbs/movie/M.1372443452.A.AC3.html"," 6/29","3"
"1762","[好雷] 末日之戰","linshar1111","/bbs/movie/M.1372446255.A.C83.html"," 6/29","9"
"1763","[小雷] 天機 富春山居圖 看不下去...難看死了","dianna72","/bbs/movie/M.1372447109.A.0E3.html"," 6/29","5"
"1764","[好雷] 激愛543- 低俗無底線，道德放一邊","ivan0404c","/bbs/movie/M.1372449154.A.17D.html"," 6/29","5"
"1765","[新聞] 柯震東《小時代》2天吸5億 惡評「無劇情婚紗寫真」","takuson","/bbs/movie/M.1372457636.A.1E3.html"," 6/29","34"
"1766","[請益] 在台灣一般人如何拍電影","alstorsummer","/bbs/movie/M.1372470491.A.D4F.html"," 6/29","12"
"1767","[新聞] 「小時代」大轟動 柴智屏要台灣也沸騰","tokudane","/bbs/movie/M.1372473491.A.095.html"," 6/29","6"
"1768","[片單] 想問關於探索未知的電影","mpeg","/bbs/movie/M.1372473927.A.D75.html"," 6/29","7"
"1769","[新聞] 「霹靂遊俠」將搬上大銀幕？","sony577","/bbs/movie/M.1372475735.A.2A6.html"," 6/29","11"
"1770","[討論] 丹尼爾戴路易斯《大地英豪》將拍成影集","northoslo","/bbs/movie/M.1372476866.A.C5F.html"," 6/29","8"
"1771","[新聞] 《小時代》挨轟 賤人就是矯情","Jokish","/bbs/movie/M.1372476963.A.B23.html"," 6/29","11"
"1772","[好雷]遺失的第十一冊書-台北電影節 ","alwaysla","/bbs/movie/M.1372478383.A.F9E.html"," 6/29",""
"1773","[好雷]《失魂》台灣驚悚電影的新章！","bradcool","/bbs/movie/M.1372479460.A.608.html"," 6/29","4"
"1774","[超好雷]怪獸大學-只有歡笑指數破表的電力","JUMPIRENES","/bbs/movie/M.1372479472.A.59B.html"," 6/29","2"
"1775","[負雷] 小時代,走出戲院後什麼感動都沒留下","fot513","/bbs/movie/M.1372479766.A.6DB.html"," 6/29","10"
"1776","[討論]【特攻聯盟2】加入「正義永久聯盟」影片","tkuaaa","/bbs/movie/M.1372479776.A.66F.html"," 6/29","7"
"1777","[問片] 壞人放辣妹合唱團的歌，很大聲！","littlehandci","/bbs/movie/M.1372480834.A.654.html"," 6/29","3"
"1778","[普雷] 怪獸大學 ","scrubber","/bbs/movie/M.1372481537.A.AE1.html"," 6/29",""
"1779","[新聞] 白宮末日將成為今夏第二枚票房炸彈？","Rfed","/bbs/movie/M.1372481553.A.919.html"," 6/29","16"
"1780","[選片] 帶一位剛離婚的熟女媽媽看電影","tytyblack","/bbs/movie/M.1372486061.A.25D.html"," 6/29","19"
"1781","[普雷] 天台:武蹈就好，武打就不必了","arsl400","/bbs/movie/M.1372486388.A.CB0.html"," 6/29","5"
"1782","[新聞] 張孝全失魂演技爆發 王羽力讚","Loreto","/bbs/movie/M.1372486543.A.0B4.html"," 6/29","8"
"1783","[新聞] 玩命關頭6性感女警Elsa Pataky雜誌照","northoslo","/bbs/movie/M.1372487462.A.FA4.html"," 6/29","12"
"1784","[請益] 為什麼大家都喜歡在危險物品的前方跑","chris734010","/bbs/movie/M.1372488245.A.35D.html"," 6/29","13"
"1785","[請益] 愛有來生中一個小問題(有雷)","cazy328","/bbs/movie/M.1372489589.A.8B9.html"," 6/29",""
"1786","[新聞] 台北電影節開幕 林黛玉鬧雙胞 2則","Loreto","/bbs/movie/M.1372489847.A.D1A.html"," 6/29",""
"1787","[討論] 怪獸大學預告片問題","kevin50294","/bbs/movie/M.1372492320.A.6A3.html"," 6/29","3"
"1788","[好雷] 末日之戰Z","ooic","/bbs/movie/M.1372493060.A.339.html"," 6/29","3"
"1789","Re: [票房]大陸歷史票房統計 ","Anjou","/bbs/movie/M.1372493521.A.208.html"," 6/29","2"
"1790","[問片] 外婆教孫女死亡的意義的外文片","angel86015","/bbs/movie/M.1372493648.A.B75.html"," 6/29","1"
"1791","Re: [負雷] 小時代,走出戲院後什麼感動都沒留下","kuso5566","/bbs/movie/M.1372494057.A.D93.html"," 6/29","2"
"1792","[問片] 有一部老婆失意忘記老公的片","wintu","/bbs/movie/M.1372494240.A.195.html"," 6/29","14"
"1793","[普雷] 末日之戰","belleaya","/bbs/movie/M.1372495485.A.782.html"," 6/29","1"
"1794","[請益] 怪獸大學或末日z戰","f74846814","/bbs/movie/M.1372496356.A.4A6.html"," 6/29","26"
"1795","Re: [新聞] 「霹靂遊俠」將搬上大銀幕？","buehrle","/bbs/movie/M.1372499945.A.05D.html"," 6/29","1"
